Name,Colors,Year,Genre,Style,Link
Mount Gaussier with the Mas de Saint-Paul,"('Russian Green', 'Fern Green', 'Khaki', 'Tan', 'Tan')",1889,landscape,Cloisonnism,https://uploads7.wikiart.org/images/vincent-van-gogh/mount-gaussier-with-the-mas-de-saint-paul-1889.jpg!Large.jpg
Mountain Landscape Seen across the Walls,"('Coffee', 'Beaver', 'Burlywood', 'Bisque', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/mountain-landscape-seen-across-the-walls-1889.jpg!Large.jpg
Mountain Landscape Seen across the Walls 2,"('Granite Gray', 'Gray', 'Grullo', 'Eggshell', 'Ivory')",1889,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/mountain-landscape-seen-across-the-walls-2-1889.jpg!Large.jpg
Mountains at Saint-Remy with Dark Cottage,"('Dark Sea', 'Sunglow', 'Jasmine', 'Metallic Gold', 'Sienna')",1889,landscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/mountains-at-saint-remy-with-dark-cottage-1889.jpg!Large.jpg
Mulberry Tree,"('Ocean Blue', 'United Nations', 'Indian Yellow', 'Burlywood', 'Copper')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/mulberry-tree-1889.jpg!Large.jpg
"Oleanders, the Hospital Garden at Saint-Remy","('Middle Yellow', 'Middle Yellow', 'Persian Orange', 'Light Salmon', 'Medium Carmine')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/oleanders-the-hospital-garden-at-saint-remy-1889.jpg!Large.jpg
Olive Grove,"('Glaucous', 'Cerulean Frost', 'Sap Green', 'Brass', 'Light Goldenrod')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/olive-grove-1889.jpg!Large.jpg
Olive Grove,"('Sky Blue', 'Ivory', 'French Beige', 'Caput Mortuum', 'Chamoisee')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/olive-grove-1889-1.jpg!Large.jpg
Olive Grove - Bright Blue Sky,"('United Nations', 'Dark Olive', 'Dark Olive', 'Lemon Chiffon', 'Firebrick')",1889,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/olive-grove-bright-blue-sky-1889.jpg!Large.jpg
Olive Grove - Bright Blue Sky,"('Khaki', 'Dark Khaki', 'Deep Saffron', 'Sienna', 'Seal Brown')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/olive-grove-bright-blue-sky-1889-1.jpg!Large.jpg
Olive Grove - Orange Sky,"('Sky Blue', 'Misty Moss', 'Mustard', 'Indian Yellow', 'Redwood')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/olive-grove-orange-sky-1889.jpg!Large.jpg
Olive Grove - Pale Blue Sky,"('Maximum Green', 'Metallic Gold', 'Copper', 'Dark Orange', 'Barn Red')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/olive-grove-pale-blue-sky-1889.jpg!Large.jpg
Olive Grove with Picking Figures,"('May Green', 'Minion Yellow', 'Mustard', 'French Beige', 'Rose Taupe')",1889,genre painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/olive-grove-with-picking-figures-1889.jpg!Large.jpg
Olive Picking,"('Citron', 'Spanish Bistre', 'Orange', 'Mellow Apricot', 'Earth Yellow')",1889,genre painting,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/olive-picking-1889.jpg!Large.jpg
Olive Picking,"('Pale Green', 'Pale Goldenrod', 'Lemon Meringue', 'Old Gold', 'Dark Brown')",1889,genre painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/olive-picking-1889-1.jpg!Large.jpg
Olive Picking,"('Dark Olive', 'Light Goldenrod', 'Burlywood', 'Seal Brown', 'Golden Brown')",1889,genre painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/olive-picking-1889-2.jpg!Large.jpg
Olive Trees,"('Sea Green', 'Gray', 'Yellow Orange', 'Tan', 'Bronze')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/olive-trees-1889.jpg!Large.jpg
Olive Trees against a Slope of a Hill,"('Old Gold', 'Spanish Bistre', 'Goldenrod', 'Dark Sienna', 'Sienna')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/olive-trees-against-a-slope-of-a-hill-1889.jpg!Large.jpg
Olive Trees Bright Blue Sky,"('Corn', 'Khaki', 'Banana Mania', 'Dark Goldenrod', 'Dark Sienna')",1889,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/olive-trees-bright-blue-sky-1889.jpg!Large.jpg
Olive Trees in a Mountain Landscape,"('Beaver', 'Wheat', 'Dark Brown', 'Gold Fusion', 'Lemon Chiffon')",1889,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/olive-trees-in-a-mountain-landscape-1889.jpg!Large.jpg
Olive Trees in a Mountain Landscape,"('French Bistre', 'Beaver', 'Lemon Chiffon', 'Van Dyke', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/olive-trees-in-a-mountain-landscape-1889-1.jpg!Large.jpg
Olive Trees with Yellow Sky and Sun,"('Minion Yellow', 'Mustard', 'Khaki', 'Copper', 'Fuzzy Wuzzy')",1889,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/olive-trees-with-yellow-sky-and-sun-1889.jpg!Large.jpg
Orchard in Bloom with Poplars,"('Light Slate', 'Brass', 'Sepia', 'Copper', 'Smoky Black')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/orchard-in-bloom-with-poplars-1889.jpg!Large.jpg
Orchard in Bloom with View of Arles,"('Lemon Chiffon', 'Bistre', 'Navajo White', 'Lemon Chiffon', 'Smoky Black')",1889,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/orchard-in-bloom-with-view-of-arles-1889.jpg!Large.jpg
Park at Arles,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/park-at-arles-1889.jpg!Large.jpg
Path between Pine Trees,"('Eggshell', 'Light Yellow', 'Old Burgundy', 'Bisque', 'Silver Pink')",1889,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/path-between-pine-trees-1889.jpg!Large.jpg
Peach Trees in Blossom,"('Han Blue', 'Glaucous', 'Light Yellow', 'Metallic Sunburst', 'Burnt Umber')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/peach-trees-in-blossom-1889.jpg!Large.jpg
Peasant Woman Binding Sheaves after Millet,"('Cambridge Blue', 'Goldenrod', 'Old Gold', 'Metallic Sunburst', 'Saddle Brown')",1889,genre painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/peasant-woman-binding-sheaves-after-millet-1889.jpg!Large.jpg
Peasant Woman Cutting Straw after Millet,"('Sky Blue', 'Sky Blue', 'Saffron', 'Goldenrod', 'Tan')",1889,genre painting,Cloisonnism,https://uploads6.wikiart.org/images/vincent-van-gogh/peasant-woman-cutting-straw-after-millet-1889.jpg!Large.jpg
Peasant Woman with a Rake after Millet,"('Light Sky', 'Green Sheen', 'Camouflage Green', 'Pale Goldenrod', 'Jasmine')",1889,genre painting,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/peasant-woman-with-a-rake-after-millet-1889.jpg!Large.jpg
Pieta,"('Khaki', 'Old Gold', 'Tan', 'Metallic Sunburst', 'Caput Mortuum')",1889,religious painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/pieta-1889.jpg!Large.jpg
Pine Trees against a Red Sky with Setting Sun,"('Dark Moss', 'Saffron', 'Metallic Gold', 'Metallic Gold', 'Rust')",1889,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/pine-trees-against-a-red-sky-with-setting-sun-1889.jpg!Large.jpg
Pine Trees along a Road to a House,"('Bisque', 'Gray', 'Black Olive', 'Dim Gray', 'Silver Pink')",1889,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/pine-trees-along-a-road-to-a-house-1889.jpg!Large.jpg
Pine Trees in Front of the Wall of the Asylum,"('Gray', 'Gray', 'Snow', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/pine-trees-in-front-of-the-wall-of-the-asylum-1889.jpg!Large.jpg
Pine Trees in Front of the Wall of the Asylum,"('Gray', 'Middle Grey', 'Gray', 'Snow', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/pine-trees-in-front-of-the-wall-of-the-asylum-1889-1.jpg!Large.jpg
Pine Trees in Front of the Wall of the Asylum 4,"('Cornsilk', 'Cornsilk', 'Old Burgundy', 'Grullo', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/pine-trees-in-front-of-the-wall-of-the-asylum-4-1889.jpg!Large.jpg
Pine Trees in the Garden of the Asylum,"('Bistre', 'Gray', 'Bisque', 'Silver Pink', 'Eggshell')",1889,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/pine-trees-in-the-garden-of-the-asylum-1889.jpg!Large.jpg
Pine Trees near the Wall of the Asylum,"('Cornsilk', 'Eggshell', 'Gray', 'Gray', 'Grullo')",1889,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/pine-trees-near-the-wall-of-the-asylum-1889.jpg!Large.jpg
Pine Trees near the Wall of the Asylum,"('Gray', 'Timberwolf', 'Gray', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/pine-trees-near-the-wall-of-the-asylum-1889-1.jpg!Large.jpg
Pine Trees near the Wall of the Asylum,"('Beaver', 'Rifle Green', 'Wheat', 'Lemon Chiffon', 'Cornsilk')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/pine-trees-near-the-wall-of-the-asylum-1889-2.jpg!Large.jpg
Pine Trees Seen against the Wall of the Asylum,"('Antique White', 'Antique White', 'Coffee', 'Beaver', 'Smoky Black')",1889,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/pine-trees-seen-against-the-wall-of-the-asylum-1889.jpg!Large.jpg
Pine Trees Seen against the Wall of the Asylum,"('Black Olive', 'Gray', 'Gray', 'Isabelline', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/pine-trees-seen-against-the-wall-of-the-asylum-1889-1.jpg!Large.jpg
Pine Trees Seen against the Wall of the Asylum,"('Gray', 'Gray', 'Gray', 'Snow', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/pine-trees-seen-against-the-wall-of-the-asylum-1889-2.jpg!Large.jpg
Pine Trees with Figure in the Garden of Saint-Paul Hospital,"('Light Slate', 'Minion Yellow', 'Bronze', 'Tan', 'Russet')",1889,cityscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/pine-trees-with-figure-in-the-garden-of-saint-paul-hospital-1889.jpg!Large.jpg
Pollard Willows,"('Kelly Green', 'Olive Drab', 'Vegas Gold', 'Earth Yellow', 'Copper Red')",1889,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/pollard-willows-1889.jpg!Large.jpg
Portrait of a Patient in Saint-Paul Hospital,"('Moss Green', 'Sandy Brown', 'Sandy Brown', 'Seal Brown', 'Gray')",1889,portrait,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-a-patient-in-saint-paul-hospital-1889.jpg!Large.jpg
Portrait of a Young Peasant,"('French Lilac', 'Camel', 'Light Salmon', 'Light Pink', 'Indian Red')",1889,portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-a-young-peasant-1889.jpg!Large.jpg
Portrait of Dr. Felix Rey,"('Slate Blue', 'Rifle Green', 'Old Gold', 'Indian Yellow', 'Sienna')",1889,portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/portrait-of-dr-felix-rey-1889.jpg!Large.jpg
Portrait of Madame Trabuc,"('Hunter Green', 'Metallic Gold', 'Camel', 'Ochre', 'Camel')",1889,portrait,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-madame-trabuc-1889.jpg!Large.jpg
Portrait of the postman Joseph Roulin,"('Charcoal', 'Dark Slate', 'Fern Green', 'Fawn', 'Deep')",1889,portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-the-postman-joseph-roulin-1889.jpg!Large.jpg
Portrait of the Postman Joseph Roulin,"('Sap Green', 'Dark Olive', 'Persian Orange', 'Sienna', 'Van Dyke')",1889,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/portrait-of-the-postman-joseph-roulin-1889-1.jpg!Large.jpg
"Portrait of Trabuc, an Attendant at Saint-Paul Hospital","('Lemon Chiffon', 'Indian Yellow', 'Persian Orange', 'Seal Brown', 'Sienna')",1889,portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-trabuc-an-attendant-at-saint-paul-hospital-1889.jpg!Large.jpg
Reaper with Sickle (after Millet),"('May Green', 'Mustard', 'Earth Yellow', 'Light Salmon', 'Cedar Chest')",1889,genre painting,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/reaper-with-sickle-after-millet-1889.jpg!Large.jpg
Rocky Ground at Montmajour,"('Gray', 'Ivory', 'Antique White', 'Old Burgundy', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/rocky-ground-at-montmajour.jpg!Large.jpg
Rosebush in Blossom,"('Olive Green', 'Tan', 'Metallic Sunburst', 'Van Dyke', 'Indian Red')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/rosebush-in-blossom-1889.jpg!Large.jpg
Self Portrait,"('Royal Blue', 'Lapis Lazuli', 'Myrtle Green', 'Bronze', 'Sienna')",1889,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-1889.jpg!Large.jpg
Self Portrait with Bandaged Ear,"('Glaucous', 'Feldgrau', 'Straw', 'Tan', 'Brown')",1889,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-with-bandaged-ear-1889.jpg!Large.jpg
Self Portrait with Pallette,"('Royal Blue', 'Royal Blue', 'Olivine', 'Medium Champagne', 'Bronze')",1889,self-portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/self-portrait-with-pallette-1889.jpg!Large.jpg
Self-Portrait,"('Oxford Blue', 'Cerulean Frost', 'Goldenrod', 'Camel', 'Barn Red')",1889,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1889-1.jpg!Large.jpg
Self-portrait,"('Gunmetal', 'Persian Orange', 'Tan', 'Redwood', 'Caput Mortuum')",1889,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1889-2.jpg!Large.jpg
Self-Portrait,"('Deep Space', 'Lemon Chiffon', 'Camel', 'Redwood', 'Wine')",1889,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1889-3.jpg!Large.jpg
Self-portrait with bandaged ear,"('Buff', 'Persian Orange', 'Sienna', 'Tomato', 'Brown')",1889,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-with-bandaged-ear-1889-1.jpg!Large.jpg
"Sheaf-Binder, The after Millet","('Cambridge Blue', 'Saffron', 'Yellow Orange', 'Tan', 'Sienna')",1889,genre painting,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/sheaf-binder-the-after-millet-1889.jpg!Large.jpg
"Sheep-Shearers, The after Millet","('Dark Slate', 'Persian Orange', 'Sienna', 'Sepia', 'Smoky Black')",1889,genre painting,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/sheep-shearers-the-after-millet-1889.jpg!Large.jpg
Snowy Landscape with Stooping Woman,"('Gray', 'Ivory', 'Gray', 'Snow', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/snowy-landscape-with-stooping-woman.jpg!Large.jpg
The Sower (after Millet),"('Deep Space', 'Light Sky', 'Grullo', 'Gray', 'Redwood')",1889,genre painting,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/sower-after-millet-1889(1).jpg!Large.jpg
Still Life - Vase with Fourteen Sunflowers,"('Khaki', 'Lemon Chiffon', 'Saffron', 'Goldenrod', 'Copper')",1889,flower painting,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-vase-with-fourteen-sunflowers-1889.jpg!Large.jpg
Still Life - Vase with Twelve Sunflowers,"('Dark Slate', 'Dark Slate', 'Indian Yellow', 'Carrot Orange', 'Golden Brown')",18881889,flower painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-vase-with-twelve-sunflowers.jpg!Large.jpg
Still Life Vase with Twelve Sunflowers,"('Laurel Green', 'Olive Drab', 'Goldenrod', 'Bronze', 'Rust')",1889,flower painting,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-vase-with-twelve-sunflowers-1.jpg!Large.jpg
"Still Life with Drawing Board, Pipe, Onions and Sealing-Wax","('Lemon Chiffon', 'Saffron', 'Metallic Gold', 'Chocolate', 'Rust')",1889,still life,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-drawing-board-pipe-onions-and-sealing-wax-1889.jpg!Large.jpg
Still Life with Oranges and Lemons with Blue Gloves,"('Indian Yellow', 'Indian Yellow', 'Light French', 'Tomato', 'Medium Carmine')",1889,still life,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-oranges-and-lemons-with-blue-gloves-1889.jpg!Large.jpg
Stone Steps in the Garden of the Asylum,"('Lapis Lazuli', 'Mellow Apricot', 'Sandy Brown', 'Mandarin', 'Cinnabar')",1889,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/stone-steps-in-the-garden-of-the-asylum-1889.jpg!Large.jpg
Studies Figure The Enclosure Wall of Saint-Paul Hospital and Others,"('Gray', 'Gray', 'Snow', 'Seashell', 'Ivory')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/studies-figure-the-enclosure-wall-of-saint-paul-hospital-and-others-1889.jpg!Large.jpg
Study of Pine Trees,"('Spanish Bistre', 'Buff', 'Tan', 'Sienna', 'Wine')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/study-of-pine-trees-1889(1).jpg!Large.jpg
The Alpilles with Olive Trees in the Foreground,"('Sky Blue', 'Cerulean Frost', 'Dark Olive', 'Misty Moss', 'Straw')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/the-alpilles-with-olive-trees-in-the-foreground-1889.jpg!Large.jpg
The Courtyard of the Hospital at Arles,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-courtyard-of-the-hospital-at-arles-1889(1).jpg!Large.jpg
The Courtyard of the Hospital in Arles,"('Gray', 'Old Gold', 'Dark Goldenrod', 'French Beige', 'Sinopia')",1889,cityscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/the-courtyard-of-the-hospital-in-arles-1889.jpg!Large.jpg
The Entrance Hall of Saint-Paul Hospital,"('Maximum Green', 'Yellow Orange', 'Bronze', 'Copper', 'Seal Brown')",1889,interior,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-entrance-hall-of-saint-paul-hospital-1889.jpg!Large.jpg
The Garden of Saint-Paul Hospital,"('Gray', 'Light Goldenrod', 'Tan', 'Metallic Sunburst', 'Sienna')",1889,cityscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-1889.jpg!Large.jpg
The Garden of Saint-Paul Hospital,"('Cerulean Frost', 'Olive Drab', 'Goldenrod', 'Copper', 'U P')",1889,cityscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-1889-1.jpg!Large.jpg
The Garden of Saint-Paul Hospital,"('Citron', 'Army Green', 'Goldenrod', 'Seal Brown', 'Golden Brown')",1889,cityscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-1889-2.jpg!Large.jpg
The Garden of Saint-Paul Hospital with Figure,"('Mustard', 'Metallic Gold', 'Golden Brown', 'Sepia', 'Seal Brown')",1889,cityscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-with-figure-1889.jpg!Large.jpg
The Garden of St. Paul's Hospital at St. Remy,"('United Nations', 'Khaki', 'Metallic Gold', 'Burlywood', 'Sienna')",1889,cityscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-garden-of-st-paul-s-hospital-at-st-remy-1889.jpg!Large.jpg
The Green Wheatfield behind the Asylum,"('Steel Blue', 'Middle Green', 'Fern Green', 'Tea Green', 'Moss Green')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/the-green-wheatfield-behind-the-asylum-1889.jpg!Large.jpg
The Grounds of the Asylum,"('Steel Blue', 'Hunter Green', 'Vegas Gold', 'Sienna', 'Persian Plum')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-grounds-of-the-asylum-1889.jpg!Large.jpg
The gully Peiroulets,"('Moss Green', 'Pistachio', 'Kombu Green', 'Indian Yellow', 'Golden Brown')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/the-gully-peiroulets-1889.jpg!Large.jpg
The gully Peiroulets,"('Light Cornflower', 'Dark Olive', 'Dark Olive', 'Fern Green', 'Lemon Yellow')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-gully-peiroulets-1889-1.jpg!Large.jpg
The Iris,"('Gray', 'Kelly Green', 'Maximum Green', 'Maximum Green', 'Sage')",1889,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-iris-1889.jpg!Large.jpg
The Man is at Sea (after Demont-Breton),"('Cosmic Cobalt', 'Royal Blue', 'Yellow Orange', 'Chocolate', 'Rust')",1889,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-man-is-at-sea-after-demont-breton-1889.jpg!Large.jpg
The Park at Arles,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1889,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-park-at-arles-1889.jpg!Large.jpg
The ravine of the Peyroulets,"('Misty Moss', 'Army Green', 'Camel', 'Copper', 'Firebrick')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-ravine-of-the-peyroulets-1889.jpg!Large.jpg
The Reaper,"('Mustard', 'Khaki', 'Mode Beige', 'Indian Yellow', 'Seal Brown')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-reaper-1889.jpg!Large.jpg
The Reaper after Millet,"('Cerulean Blue', 'Celtic Blue', 'Steel Blue', 'Yellow', 'Goldenrod')",1889,genre painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-reaper-after-millet-1889.jpg!Large.jpg
The Shepherdess (after Millet),"('Little Boy', 'Middle Blue', 'Olive Green', 'Bronze', 'Sienna')",1889,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-shepherdess-after-millet-1889.jpg!Large.jpg
The Spinner (after Millet),"('Slate Blue', 'Pale Green', 'Banana Mania', 'Arylide Yellow', 'Tan')",1889,genre painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-spinner-after-millet-1889.jpg!Large.jpg
The Starry Night,"('Cosmic Cobalt', 'Royal Blue', 'Steel Blue', 'Misty Moss', 'Lemon Curry')",1889,cloudscape,Post-Impressionism,https://uploads4.wikiart.org/00142/images/vincent-van-gogh/the-starry-night.jpg!Large.jpg
The Starry Night,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-starry-night-1889-1.jpg!Large.jpg
The Stone Bench in the Garden at Saint-Paul Hospital,"('Citrine', 'Goldenrod', 'Dark Orange', 'Sienna', 'Brown')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-stone-bench-in-the-garden-at-saint-paul-hospital-1889.jpg!Large.jpg
The Thresher (after Millet),"('Light Sky', 'Yellow Orange', 'Tan', 'Ochre', 'Sepia')",1889,genre painting,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-thresher-after-millet-1889.jpg!Large.jpg
The Walk - Falling Leaves,"('Yellow', 'Goldenrod', 'Bronze', 'Chocolate', 'Persian Plum')",1889,landscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-walk-falling-leaves-1889.jpg!Large.jpg
Three Cicadas,"('Gray', 'Gray', 'Snow', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/three-cicadas-1889.jpg!Large.jpg
Tree with Ivy in the Asylum Garden,"('Khaki', 'Dark Brown', 'French Beige', 'Wheat', 'Smoky Black')",1889,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/tree-with-ivy-in-the-asylum-garden-1889.jpg!Large.jpg
Trees and Shrubs,"('Gray', 'Grullo', 'Seashell', 'Seashell', 'Old Burgundy')",1889,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/trees-and-shrubs-1889.jpg!Large.jpg
Trees and Shrubs,"('Sky Blue', 'Earth Yellow', 'Navajo White', 'French Beige', 'Bisque')",1889,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/trees-and-shrubs-1889-1.jpg!Large.jpg
Trees in the Asylum Garden,"('Cg Blue', 'Mustard', 'Buff', 'Chocolate', 'Rust')",1889,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/trees-in-the-asylum-garden-1889.jpg!Large.jpg
Trees in the Garden of the Asylum,"('Middle Red', 'Moss Green', 'Sandy Brown', 'Dark Salmon', 'Salmon')",1889,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/trees-in-the-garden-of-the-asylum-1889.jpg!Large.jpg
Trees with Ivy,"('Grullo', 'Dutch White', 'Van Dyke', 'Navajo White', 'Wheat')",1889,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/trees-with-ivy-1889.jpg!Large.jpg
